,단어명,빈도수
1256,캠프,16
1257,상납,16
1258,로비,16
1259,개헌,16
1260,강진,16
1261,황사,16
1262,탄력,15
1263,무슨,15
1264,물고기,15
1265,떼,15
1266,탄핵,15
1267,모,15
1268,시험지,15
1269,유통,15
1270,스프링클러,15
1271,저,15
1272,최소,15
1273,시급,15
1274,노래,15
1275,싸움,15
1276,베트남,15
1277,진료,15
1278,에스더,15
1279,사관,15
1280,풀,15
1281,뿐,15
1282,위법,15
1283,부족,15
1284,작품,15
1285,해제,15
1286,지자체,15
1287,전수,15
1288,기무사,15
1289,운명,15
1290,모녀,15
1291,경비원,15
1292,접근,15
1293,보험료,15
1294,퇴진,15
1295,협약,15
1296,홍문종,15
1297,장자연,15
1298,동안,15
1299,카드,15
1300,사망자,15
1301,비밀,15
1302,첫날,15
1303,진로,15
1304,통,15
1305,바로,15
1306,알바,15
1307,총,15
1308,여행,15
1309,천시,15
1310,배임,15
1311,접경,15
1312,네,15
1313,국회의원,15
1314,무력,15
1315,표,15
1316,소리,15
1317,성범죄,15
1318,법외,15
1319,지방정부,15
1320,운영자,15
1321,경비,15
1322,정봉주,15
1323,보좌,15
1324,유지,15
1325,조현민,15
1326,단축,15
1327,수첩,15
1328,파기,15
1329,재벌,15
1330,초등,15
1331,상륙,15
1332,해고자,15
1333,안해,15
1334,다큐,15
1335,확보,15
1336,복합,15
1337,은행,15
1338,극단,15
1339,건립,15
1340,이야기,15
1341,발령,15
1342,검찰총장,15
1343,설정,15
1344,쓰레기,15
1345,복귀,15
1346,실장,15
1347,최저임금법,15
1348,매크로,15
1349,정운영,15
1350,목동,15
1351,미성년,14
1352,연합,14
1353,전문가,14
1354,억대,14
1355,뒷돈,14
1356,질환,14
1357,신뢰,14
1358,생명,14
1359,도피,14
1360,증언,14
1361,퇴학,14
1362,막말,14
1363,헌법재판관,14
1364,항,14
1365,대기업,14
1366,용산,14
1367,윤창,14
1368,감형,14
1369,결식,14
1370,어머니,14
1371,끝내,14
1372,영화제,14
1373,볼,14
1374,젠,14
1375,아기,14
1376,해소,14
